,year,selling_price,km_driven,fuel_type,Type_of_Seller,Transmit,Owner_Type,brand_name,model_name
1182,2008,110000,90000,4,1,1,2,18,14
1183,2010,150000,40000,4,1,1,2,18,14
1184,2000,165000,60000,4,1,1,1,18,76
1185,2017,610000,32000,1,1,1,2,23,48
1186,2013,170000,60400,1,1,1,0,25,97
1187,2008,150000,70950,1,1,1,2,10,161
1189,2015,375000,72000,1,1,1,0,10,175
1190,2013,390000,90000,1,1,1,0,18,147
1191,2017,600000,10000,4,1,1,0,10,183
1192,2014,204999,25000,4,1,1,2,18,14
1193,2009,270000,80000,1,1,1,2,10,161
1194,2017,375000,10000,4,1,1,0,10,74
1195,2020,700000,1100,4,1,1,0,18,26
1196,2017,455000,40000,4,1,1,0,18,147
1197,2017,375000,10000,4,1,1,0,10,182
1198,2014,341000,31491,4,1,1,0,10,74
1199,2014,200000,107143,1,1,1,2,18,147
1200,2017,450000,15000,4,1,0,0,18,80
1201,2012,170000,50000,4,1,1,2,10,136
1202,2017,1900000,100000,1,1,1,0,26,85
1203,2016,500000,60000,1,1,1,0,17,28
1204,2016,819999,85000,1,1,1,0,18,162
1205,2014,351000,40000,4,1,1,2,18,147
1206,2011,195000,80000,4,1,1,2,10,182
1207,2008,250000,82000,1,1,1,2,18,147
1208,2008,120000,70000,4,1,1,2,18,180
1209,2009,180000,70000,4,1,1,4,18,7
1210,2016,430000,20000,1,1,1,0,17,89
1211,2012,75000,35000,4,1,1,2,25,103
1212,2017,750000,80000,1,1,1,0,17,177
1213,2011,60000,40000,4,1,1,0,25,103
1214,2015,1500000,46412,1,1,1,0,26,85
1215,2011,390000,150000,1,1,1,1,17,28
1216,2016,630000,50000,1,1,1,0,17,148
1217,2018,1085000,15000,1,1,1,0,25,133
1218,2012,190000,60000,4,1,1,2,10,182
1219,2018,550000,25000,4,1,0,0,18,26
1220,2012,200000,90000,4,1,1,4,18,14
1221,2011,165000,60000,4,1,1,0,3,142
1222,2013,260000,65000,1,1,1,0,8,65
1223,2011,151000,40000,4,1,1,0,18,14
1224,2018,780000,50000,1,1,1,0,18,162
1225,2012,175000,80000,1,1,1,4,25,82
1226,2010,170000,107500,1,0,1,0,25,82
1227,2013,210000,135000,1,0,1,2,25,82
1228,2007,90000,43826,4,0,1,2,18,14
1229,2016,535000,55838,4,0,1,0,10,183
1230,2007,195000,112880,1,0,1,0,18,147
1231,2011,140000,90000,1,1,1,4,25,82
1232,2012,350000,40000,4,1,1,0,21,144
1233,2013,425000,66000,4,1,1,0,10,161
1234,2017,300000,30300,4,1,1,0,23,90
1235,2013,340000,85000,1,1,1,2,27,157
1236,2009,250000,80659,4,0,1,0,18,147
1237,2008,170000,81324,4,0,1,0,3,21
1238,2013,315000,127884,1,0,1,0,9,17
1239,2015,200000,50000,4,1,1,0,3,27
1240,2016,300000,25000,4,1,1,0,3,27
1241,2015,300000,66755,1,0,1,0,9,17
1242,2013,380000,123084,4,0,1,0,9,39
1243,2009,250000,806599,4,0,1,0,18,147
1244,2013,310000,95851,1,0,1,0,9,17
1245,2010,260000,50000,4,1,1,0,18,164
1246,2008,150000,50000,4,1,1,2,18,108
1247,2006,85000,60000,4,1,1,2,18,59
1248,2015,280000,15000,4,1,1,2,18,14
1249,2016,850000,40000,1,1,1,0,17,177
1250,2017,375000,20000,4,1,1,2,5,72
1251,2006,125000,120000,1,1,1,4,10,54
1252,2012,250000,110000,1,1,1,0,3,27
1253,2014,715000,234000,1,1,1,0,26,43
1254,2011,220000,70000,1,1,1,0,10,183
1255,2010,110000,110000,1,1,1,2,25,82
1256,2007,150000,84000,4,1,1,2,10,161
1257,2012,300000,170000,1,1,1,0,21,144
1258,2017,220000,40000,4,1,1,0,5,125
1259,2006,75000,96000,4,1,1,2,18,164
1260,2009,100000,20000,1,1,1,0,25,83
1261,2016,380000,15000,4,1,1,0,8,65
1262,2007,100000,50000,4,1,1,0,10,136
1263,2010,480000,80000,4,1,1,2,27,114
1264,2012,300000,124000,1,1,1,0,26,61
1265,2013,190000,70000,1,1,1,0,3,27
1266,2012,190000,130000,1,1,1,2,8,65
1267,2017,650000,19014,4,0,1,0,8,51
1268,2009,300000,23262,4,0,1,0,26,43
1269,2016,700000,29600,1,0,1,0,8,68
1270,2015,310000,35925,4,0,1,0,10,182
1271,2018,500000,12000,4,1,1,0,18,80
1272,2013,415000,40771,4,0,1,0,26,61
1273,2015,395000,30500,4,0,0,2,18,37
1274,2014,430000,42000,4,0,1,2,26,61
1275,2007,215000,55800,4,0,1,2,26,43
1276,2014,550000,66569,1,0,1,0,23,48
1277,2014,415000,81358,1,0,1,0,27,115
1278,2015,450000,82695,1,0,1,0,27,115
1279,2014,285000,68293,1,0,1,2,8,65
1280,2016,580000,32000,4,0,0,0,9,86
1281,2014,300000,190621,1,0,1,0,18,147
1282,2018,1200000,60000,1,1,1,0,10,161
1283,2006,78000,64700,4,1,1,0,18,6
1285,2016,400000,88470,1,1,1,0,25,181
1286,2016,850000,75000,1,1,1,0,10,161
1287,2013,450000,120000,1,1,1,2,27,157
1288,2012,2500000,35000,1,1,0,0,19,49
1289,2017,780000,70000,1,1,1,0,26,61
1290,2017,3200000,57000,1,1,0,0,26,67
1291,2020,350000,1000,4,1,1,0,18,14
1292,2013,285000,120000,1,1,1,2,17,122
1293,2015,525000,98000,1,0,1,0,27,157
1294,2014,550000,90000,1,0,1,2,18,38
1295,2018,580000,70000,1,1,1,0,27,18
1296,2013,75000,25000,4,1,1,4,25,103
1297,2009,185000,60000,1,1,1,4,25,97
1298,2007,110000,90000,4,1,1,1,18,108
1299,2004,180000,200000,4,1,1,2,9,39
1300,2010,350000,110000,1,1,1,2,27,115
1301,2005,60000,126000,4,1,1,2,3,110
1302,2018,695000,70000,1,1,1,0,17,148
1303,2019,2700000,5000,1,1,0,0,17,16
1304,2007,135000,74183,4,1,1,2,18,180
1305,2015,640000,70000,1,1,1,2,17,28
1306,2014,160000,90000,4,1,1,0,18,14
1307,2004,80000,46000,4,1,1,2,25,82
1308,2013,340000,110000,1,1,1,2,18,147
1309,2012,110000,80000,1,1,1,2,18,127
1310,2013,250000,90000,1,1,1,2,25,143
1311,2017,1300000,70000,1,1,1,0,26,85
1312,2014,250000,1,1,1,1,2,17,122
1313,2009,450000,192000,1,1,1,0,26,85
1314,2013,240000,70000,4,1,1,1,18,164
1315,2007,225000,120000,1,1,1,2,17,28
1316,2015,275000,60000,4,1,1,2,18,164
1317,2012,320000,120000,1,1,1,2,25,143
1318,2008,75000,120000,4,1,1,0,18,14
1319,2007,85000,50000,4,1,1,2,25,82
1320,2009,90000,120000,1,1,1,0,25,82
1321,2007,85000,80000,4,1,1,2,18,164
1322,2008,350000,80000,1,1,1,2,17,138
1323,2009,355000,100000,1,1,0,2,24,145
1324,2020,619000,1500,4,1,1,0,18,147
1325,2018,1700000,50000,1,1,1,0,13,42
1326,2006,55000,100000,1,1,1,2,25,82
1327,2006,95000,83411,4,1,1,0,8,64
1328,2011,300000,120000,1,1,1,2,27,157
1329,2006,81000,83411,4,1,1,0,8,64
1330,2015,1000000,80000,1,1,0,2,24,145
1331,2019,925000,50000,1,1,1,0,18,58
1332,2015,450000,40000,1,1,1,0,17,28
1333,2014,600000,13270,1,1,1,0,17,138
1334,2006,85000,100000,4,1,0,4,10,136
1335,2016,700000,50000,1,1,1,0,17,151
1336,2017,486000,26500,4,1,1,0,10,74
1337,2013,400000,90000,1,1,1,0,18,147
1338,2008,120000,100000,4,1,1,4,8,64
1339,2018,275000,35000,4,1,1,0,18,14
1340,2016,580000,57000,1,1,1,0,10,183
1341,2015,375000,70000,4,1,1,0,18,147
1342,2015,229999,100000,4,1,1,4,18,164
1343,2010,110000,88000,4,1,1,2,18,14
1344,2017,600000,60000,1,1,1,0,18,147
1345,2009,120000,76000,4,1,1,2,18,7
1346,2010,200000,100000,1,1,1,2,8,65
1347,2012,450000,110000,1,1,1,2,10,161
1348,2012,550000,80000,1,1,1,2,10,161
1349,2012,220000,80000,4,1,1,2,18,14
1350,2001,40000,30000,4,1,1,0,18,6
1351,2017,300000,20000,4,1,0,0,23,90
1352,2018,630000,40000,1,1,1,0,17,28
1353,2017,610000,40000,1,1,1,2,18,147
1354,2019,660000,7000,4,1,1,2,10,175
1355,2012,220000,80000,3,1,1,2,18,164
1356,2011,138000,90000,1,1,1,2,21,100
1357,2013,210000,13770,1,1,1,0,21,100
1358,2005,125000,34000,4,0,1,0,18,180
1359,2008,125000,102000,4,0,1,0,18,14
1360,2014,725000,110000,1,1,1,0,9,39
1361,2011,170000,90000,4,1,1,2,18,14
1362,2015,1200000,70000,1,1,1,4,26,85
1363,2003,70000,90000,4,1,1,2,18,164
1364,2007,100000,70000,4,1,1,2,18,14
1365,2006,300000,80000,4,1,1,2,9,40
1366,2013,450000,100000,1,1,1,2,18,147
1367,2015,530000,100000,1,1,1,0,18,147
1368,2007,100000,143000,4,1,1,4,18,180
1369,2010,350000,115000,4,1,1,2,9,39
1370,2011,165000,100000,1,1,1,2,25,97
1371,2019,475000,120000,1,1,1,2,18,147
1372,2013,350000,42000,1,1,1,0,17,177
1373,2016,229999,38000,4,1,1,0,23,90
1374,2018,800000,35000,1,1,1,0,9,163
1375,2014,475000,120000,1,1,1,2,18,147
1376,2014,425000,136906,1,1,1,0,21,150
1377,2015,660000,97000,1,1,1,2,18,38
1378,2019,610000,10000,4,1,0,0,9,17
1379,2013,240000,50000,4,1,1,4,9,30
1380,2005,70000,60000,4,1,1,2,18,59
1381,2011,550000,120000,1,1,1,0,26,43
1382,2010,100000,120000,4,1,1,2,25,82
1383,2010,350000,90000,1,1,1,2,17,28
1384,2013,200000,120000,4,1,1,0,10,50
1385,2019,720000,3000,4,1,0,0,10,55
1386,2014,350000,133000,1,1,1,0,18,127
1387,2016,400000,25000,4,1,1,0,18,164
1388,2017,570000,35000,4,1,1,0,10,183
1389,2015,130000,70000,4,1,1,0,18,108
1390,2016,210000,52000,4,1,1,0,18,14
1391,2018,800000,52000,1,1,1,0,10,44
1392,2017,700000,39000,1,1,1,0,9,86
1393,2011,200000,28689,1,1,1,0,25,82
1394,2014,495000,90000,1,1,1,2,25,19
1395,2014,325000,80322,1,0,1,0,8,64
1396,2019,650000,8000,4,1,1,0,8,68
1397,2000,155000,50000,1,1,1,2,17,87
1398,2007,75000,90000,4,1,1,2,18,6
1399,2015,350000,61658,1,0,1,0,10,74
1400,2010,90000,50000,4,1,1,4,18,180
1401,2016,600000,80000,1,1,1,0,18,58
1402,2010,400000,185000,1,1,1,0,17,138
1403,2014,370000,57000,1,1,1,2,18,147
1404,2000,50000,60000,4,1,1,0,18,6
1405,2004,125000,120000,4,1,1,2,9,39
1406,2018,1800000,26000,1,1,0,0,9,33
1407,2019,650000,20000,4,1,0,0,10,74
1408,2017,800000,30600,4,1,0,0,18,58
1409,2020,802000,5000,4,1,1,0,27,115
1410,2015,2300000,35000,1,1,0,4,1,8
1411,2016,430000,35000,1,1,1,0,10,175
1412,2017,650000,23000,4,1,1,0,10,161
1413,2004,170000,120000,1,1,1,0,17,138
1414,2011,450000,235000,1,1,0,0,24,145
1415,2013,250000,87000,4,1,1,0,18,14
1416,2014,550000,72000,4,1,1,2,8,52
1417,2013,2000000,64000,1,1,0,2,12,171
1418,2007,140000,100000,4,1,1,2,18,180
1419,2012,155000,12000,4,1,1,0,3,27
1420,2010,120000,67000,4,1,1,4,10,12
1421,2012,287000,70000,1,1,1,0,26,85
1422,2016,675000,60000,1,1,1,0,18,26
1423,2011,235000,74500,4,1,1,2,10,182
1424,2011,300000,118700,1,1,1,2,10,183
1425,2015,434999,40000,4,1,0,2,21,100
1426,2004,225000,223660,1,1,0,4,17,138
1427,2006,160000,140000,4,1,1,2,26,43
1428,2020,600000,5000,4,1,1,0,10,74
1429,2016,470000,100000,1,1,1,2,3,149
1430,2011,300000,100000,4,1,1,2,18,147
1431,2018,600000,2000,4,1,1,0,18,26
1432,2020,640000,4000,4,1,0,0,10,74
1433,2006,50000,120000,1,1,1,1,25,82
1434,2015,600000,35000,4,1,1,0,10,161
1435,2014,290000,29000,3,1,1,0,10,182
1436,2015,600000,30000,4,1,1,0,10,161
1437,2012,190000,120000,1,1,1,0,25,97
1438,2008,160000,110000,4,1,1,4,10,182
1439,2017,325000,15000,4,1,1,0,18,14
1440,2006,200000,73756,1,1,1,0,17,28
1441,2018,2800000,40000,1,1,0,0,26,67
1442,2011,125000,60000,4,1,1,4,3,142
1443,2008,155000,60000,4,1,1,1,10,182
1444,2015,550000,90000,1,1,1,0,10,183
1445,2009,130000,70000,4,1,1,1,18,164
1446,2002,80000,70000,4,1,1,2,18,6
1447,2015,500000,80000,1,1,1,2,26,61
1448,2019,250000,27000,4,1,1,0,23,90
1449,2012,580000,70000,1,1,1,0,17,174
1450,2002,60000,50000,4,1,1,0,4,99
1451,2012,300000,185000,1,1,1,0,26,61
1452,2014,200000,90000,1,1,1,2,8,65
1453,2017,1200000,16400,1,1,1,0,25,79
1454,2015,350000,80000,1,1,1,2,26,61
1455,2012,600000,80000,1,1,1,2,17,174
1456,2019,650000,4000,4,1,1,0,9,86
1457,2008,120000,40000,4,1,1,0,18,7
1458,2010,180000,120000,1,1,1,2,25,104
1459,2018,950000,41395,4,1,0,0,10,161
1460,2012,250999,35000,1,1,1,2,25,97
1462,2009,1250000,47000,1,0,0,2,1,11
1463,2013,165000,50000,4,1,1,0,3,27
1464,2015,700000,48000,4,0,1,0,10,54
1465,2015,750000,53000,1,0,1,0,17,174
1467,2018,290000,15000,4,0,0,0,5,184
1468,2014,45000,7000,4,1,1,2,25,103
1469,2013,675000,88000,1,0,0,0,24,145
1470,2015,530000,55000,1,0,1,0,21,150
1471,2014,1485000,48000,1,0,0,0,2,167
1472,2014,325000,71014,1,0,1,0,3,57
1473,2015,400000,60000,1,0,1,0,9,17
1474,2017,380000,71000,1,0,1,0,17,89
1475,2016,750000,45000,4,0,0,0,9,39
1476,2017,390000,45000,4,0,1,0,9,30
1478,2019,1825000,14000,1,0,1,0,16,78
1479,2019,3256000,17000,1,0,0,0,1,8
1480,2015,370000,60000,1,0,1,0,23,137
1481,2013,210000,80000,1,1,1,2,3,27
1482,2007,175000,181000,1,1,1,1,24,93
1483,2012,575000,89550,1,1,1,2,10,161
1484,2010,320000,90000,1,1,1,4,17,177
1485,2010,280000,149500,1,1,1,4,18,147
1486,2013,500000,190000,1,1,1,2,23,48
1487,2013,380000,83000,1,0,1,0,8,64
1488,2005,120000,20000,4,1,1,2,18,6
1489,2018,395000,20000,4,1,1,0,18,53
1490,2010,360000,160000,1,1,1,0,24,93
1491,2015,451000,100000,1,1,1,0,21,150
1492,2010,175000,45000,4,1,1,2,3,142
1493,2009,170000,44800,4,1,1,2,3,142
1494,2006,100000,40000,4,1,1,2,10,136
1495,2014,150000,120000,4,1,1,4,18,108
1496,2011,149000,10000,1,1,1,2,25,82
1497,2011,160000,80000,1,1,1,2,25,82
1499,2014,800000,156000,1,1,1,0,17,174
1500,2010,819999,120000,1,1,1,2,26,85
1501,2007,163000,100000,4,1,1,2,18,26
1502,2001,350000,100000,1,1,1,2,19,49
1503,2006,75000,100000,4,1,1,2,25,82
1504,2012,180000,60000,4,1,1,2,18,14
1505,2017,675000,30000,1,1,1,0,8,65
1506,2013,400000,170000,1,1,1,0,18,147
1507,2013,434999,100000,1,1,1,2,27,115
1508,2006,100000,110000,4,1,1,2,25,83
1509,2015,419000,170000,1,1,1,2,18,147
1510,2009,200000,100000,4,1,1,0,25,82
1511,2014,400000,35000,1,1,1,0,23,137
1512,2018,790000,40000,1,1,1,2,8,51
1513,2015,500000,90000,1,1,1,2,23,48
1514,2012,275000,120000,1,1,1,2,24,124
1515,2012,450000,120000,1,1,1,2,10,183
1526,2016,360000,33000,4,0,1,0,18,164
1527,2010,210000,25000,4,1,1,0,18,14
1528,2014,220000,66000,4,0,1,0,18,14
1529,2009,250000,48000,4,1,1,0,3,21
1530,2016,990000,146000,1,0,1,0,26,85
1531,2013,220000,100000,1,1,1,1,17,122
1532,2012,1800000,50000,1,1,0,2,12,171
1533,2014,530000,50000,4,1,1,0,9,39
1534,2016,575000,50000,1,1,1,0,18,26
1535,2012,400000,99000,1,0,1,0,17,177
1536,2016,680000,50000,1,1,1,0,9,101
1537,2014,1000000,80000,1,1,0,0,10,135
1538,2016,260000,45000,4,1,1,2,18,14
1539,2010,150000,50000,4,1,1,2,25,97
1540,2008,180000,70000,4,1,1,4,18,14
1541,2014,346000,37516,1,1,1,0,7,109
1542,2015,450000,20000,1,1,1,0,17,177
1543,2019,500000,5000,4,1,1,0,10,74
1544,2019,700000,8000,1,1,1,0,10,74
1545,2019,280000,25880,4,1,1,0,18,14
1546,2019,475000,10000,4,1,0,0,10,136
1547,2009,300000,50000,1,1,1,0,18,147
1548,2014,200999,40000,4,1,1,0,18,14
1549,2009,200000,100000,1,1,1,4,24,93
1550,2009,210000,80000,4,1,1,2,3,21
1551,2012,160000,110000,1,1,1,0,25,83
1552,2009,175000,136000,1,1,1,2,10,161
1553,2012,320000,80000,1,1,1,0,25,104
1554,2009,110000,50000,4,1,1,2,18,14
1555,2008,300000,30000,4,1,1,0,18,164
1556,2012,700000,10000,4,1,1,0,9,39
1557,2009,135000,90000,1,1,1,1,25,82
1558,2015,500000,110000,1,1,1,0,17,28
1559,2012,550000,120000,1,1,1,2,17,138
1560,2014,1050000,90000,1,1,1,4,26,85
1561,2016,500000,20000,4,1,1,0,9,39
1562,2011,180000,90000,1,1,1,2,18,127
1563,2010,170000,50000,4,1,1,2,10,136
1564,2019,484999,9000,4,1,1,0,9,30
1565,2011,150000,70000,4,1,1,2,18,7
1566,2018,380000,25000,4,1,1,0,18,14
1567,2019,480000,10000,4,1,1,0,10,136
1569,2011,290000,60000,1,1,1,2,27,115
1570,2013,350000,70000,4,1,1,0,6,94
1571,2014,110000,25000,4,1,1,0,18,14
1572,2003,70000,80000,4,1,1,4,10,136
1573,2011,300000,70000,4,1,0,4,27,157
1574,2017,180000,60000,4,1,1,0,18,14
1575,2020,300000,20000,4,1,1,0,23,90
1576,2017,509000,60000,4,1,1,0,18,26
1577,2016,650000,80000,1,1,1,0,18,132
1578,2015,450000,70000,1,1,1,4,18,147
1579,1999,170000,2020,1,1,1,2,17,87
1580,2007,210000,100000,1,1,1,2,17,138
1581,2013,360000,80000,1,1,1,2,10,183
1582,2011,495000,120000,1,1,1,2,26,85
1583,2006,105000,100000,4,1,1,4,18,14
1584,2010,270000,60000,4,1,1,4,10,183
1585,2010,130000,110000,4,1,1,0,8,65
1586,2014,700000,90000,1,1,1,2,9,39
1587,2012,400000,40000,1,1,1,0,3,46
1588,2009,250000,60000,4,1,1,2,18,147
1589,2013,325000,94000,1,1,1,2,9,17
1590,2008,69000,100000,4,1,1,0,18,14
1591,2018,1380000,25000,1,1,1,0,17,138
1592,2007,90000,90000,4,1,1,0,18,180
1593,2016,1000000,40000,1,1,1,0,17,174
1594,2010,145000,90000,0,1,1,2,10,12
1595,2020,250000,1100,4,1,1,1,18,14
1596,2011,256000,70000,1,1,1,4,18,147
1597,2005,70000,120000,1,1,1,0,25,82
1598,2000,50000,88500,4,1,1,1,18,164
1599,2016,240000,70000,4,1,1,2,23,90
1600,2010,97000,128000,4,1,1,0,25,82
1601,2012,130000,120000,1,1,1,0,25,83
1602,2009,199000,52536,4,1,1,0,18,147
1603,2006,125000,70000,4,1,0,0,9,40
1604,2015,420000,60000,1,1,1,0,10,175
1605,2016,525000,110000,1,1,1,0,17,106
1606,2008,125000,85000,4,1,1,0,10,136
1607,2010,325000,135000,1,1,1,0,10,161
1608,2012,330000,86000,1,1,1,1,27,157
1609,2010,110000,50000,4,1,1,0,18,164
1610,2019,450000,1950,4,1,1,0,18,131
1611,2005,85000,118400,4,1,1,0,18,147
1612,2007,229999,70000,4,1,1,2,9,40
1613,2012,250000,60000,4,1,1,2,10,182
1614,2015,650000,68000,1,1,1,0,8,52
1616,2017,650000,6480,4,2,1,0,26,61
1617,2017,750000,32077,1,2,1,0,18,162
1618,2018,850000,19107,4,2,1,0,26,178
1619,2017,315000,18469,4,2,1,0,10,50
1620,2015,415000,28217,4,2,1,0,18,147
1621,2016,640000,72787,1,2,1,0,18,38
1622,2017,780000,31063,4,2,1,0,18,38
1623,2017,2595000,79641,1,2,0,0,26,67
1624,2015,850000,58692,1,2,1,0,10,44
1625,2015,900000,54784,1,2,1,0,10,44
1626,2016,1150000,64156,4,2,1,0,26,43
1627,2007,75000,54000,4,1,1,0,18,59
1628,2012,215000,97000,1,1,1,0,27,157
1629,2009,130000,120000,4,1,0,2,18,132
1630,2019,400000,16000,4,1,0,0,10,136
1631,2019,550000,60000,4,1,0,0,18,147
1632,2016,245000,52000,4,0,1,0,3,27
1633,2010,320000,110000,1,1,1,1,18,147
1634,2016,730000,60000,1,1,0,2,17,148
1635,2005,120000,100000,4,1,1,4,8,69
1636,2017,950000,35000,4,1,1,0,9,39
1637,2017,350000,48000,4,1,1,4,18,164
1638,2005,100000,20000,4,1,1,2,18,59
1639,2017,350000,30000,4,1,1,0,18,164
1640,2005,80000,40000,4,1,1,2,18,164
1641,2013,370000,60000,4,1,1,0,10,161
1642,2012,160000,70000,4,1,1,2,10,50
1643,2009,130000,120000,1,1,1,0,25,143
1644,2016,250000,30000,4,1,1,0,3,134
1645,2012,270000,80000,1,1,1,2,25,104
1646,2019,2600000,9500,1,1,0,0,2,167
1647,2013,160000,80000,4,1,1,0,10,50
1648,2016,229999,80000,4,1,1,0,10,50
1649,2017,750000,29000,1,1,1,0,17,28
1650,2011,195000,120000,1,1,1,0,3,110
1653,2016,270000,22000,4,1,1,0,5,125
1654,2012,300000,50000,4,1,1,0,24,63
1655,2012,200000,50000,1,1,1,0,3,27
1656,2007,120000,81366,4,1,1,0,18,180
1657,2006,95000,110000,4,1,1,0,18,59
1659,2006,229999,300000,1,1,1,0,26,85
1661,2012,300000,90000,1,1,1,0,23,66
1664,2016,200000,53000,4,1,1,2,23,90
1665,2017,250000,30000,4,1,1,0,18,14
1666,2012,368000,90000,4,1,1,2,18,147
1668,2014,650000,244000,1,1,1,0,26,85
1669,1997,150000,120000,1,1,1,4,17,87
1670,2012,180000,60000,3,1,1,0,18,164
1671,2017,525000,15000,4,1,1,0,10,74
1672,2005,350000,150000,1,1,1,2,8,56
1673,2018,850000,30000,1,1,1,2,17,148
1674,2011,350000,312000,1,1,1,4,27,88
1676,2005,160000,67000,4,1,1,0,18,147
1677,2017,500000,40000,1,1,1,0,18,147
1678,2008,130000,100000,4,1,1,0,10,136
1679,2015,350000,100000,1,1,1,2,25,181
1680,2005,70000,80000,4,1,1,0,18,164
1681,2014,750000,145000,1,1,1,2,26,85
1682,2013,450000,53000,1,1,1,0,9,17
1683,2015,430000,73000,1,1,1,4,18,147
1684,2011,260000,90000,1,1,1,4,18,132
1685,2013,370000,80000,1,1,1,4,18,147
1686,2011,229999,100000,0,1,1,0,3,21
1687,2011,140000,90000,1,1,1,4,8,65
1688,2013,700000,200000,1,1,1,0,26,85
1689,2020,545000,7300,4,1,1,0,10,55
1690,2017,200000,30000,4,1,1,0,5,125
1691,2015,500000,120000,1,1,1,0,25,133
1692,2008,70000,90000,4,1,1,2,18,14
1693,2013,580000,25000,1,1,1,4,17,151
1694,2012,160000,70000,0,1,1,2,18,53
1696,2010,160000,36000,4,1,1,0,18,14
1697,2016,760000,49000,1,1,1,0,18,58
1698,2015,300000,22000,4,1,1,0,10,50
1699,1998,50000,35000,3,1,1,2,18,108
1700,2019,800000,24000,1,1,1,0,17,28
1701,2018,680000,20000,1,1,1,0,18,147
1702,2009,85000,50000,3,1,1,2,18,6
1703,2016,1300000,70000,1,1,1,0,26,85
1704,2016,500000,60000,4,1,1,0,18,147
1705,2015,3500000,35000,1,1,0,0,1,119
1706,2008,145000,60000,4,1,1,0,10,12
1707,2013,300000,60000,1,1,1,0,17,122
1708,2017,600000,60000,1,1,1,2,18,147
1709,2015,400000,70000,4,1,1,2,18,147
1710,2007,130000,135000,4,1,1,2,10,136
1711,2001,45000,72539,4,1,1,2,18,6
1712,2017,641000,25000,4,1,1,0,18,26
1713,2015,650000,50000,1,1,1,0,18,147
1714,2020,784000,101,1,0,1,3,8,68
1715,2020,635000,101,4,0,1,3,8,65
1716,2020,1000000,101,1,0,1,3,8,52
1717,2015,495000,52328,1,0,1,0,8,65
1718,2013,324000,30000,4,1,1,0,10,136
1719,2016,2100000,91505,1,0,0,0,8,56
1720,2018,200000,35000,4,1,1,0,18,14
1721,2015,320000,60000,1,1,1,0,18,147
1722,2015,300000,20500,4,1,1,0,10,50
1723,2013,180000,200000,1,1,1,0,25,82
1724,2008,500000,154000,1,1,1,4,26,85
1725,2011,305000,120000,4,1,1,2,26,61
1726,2009,125000,50000,4,1,1,1,18,6
1727,2015,800000,135000,1,1,1,0,18,147
1728,2009,420000,100000,1,1,1,0,17,138
1729,2017,875000,40000,1,1,1,0,18,162
1730,2014,580000,70000,1,1,1,0,18,147
1731,2011,350000,133000,1,1,1,2,18,147
1732,2004,120000,110000,4,1,1,2,10,12
1733,2013,150000,180000,1,1,1,4,25,82
1734,2013,650000,120000,1,1,1,0,23,48
1735,2010,225000,80000,4,1,1,2,18,14
1736,2014,400000,15000,4,1,0,0,9,17
1737,2005,250000,70000,4,1,1,0,10,73
1738,2008,120000,41723,4,1,1,2,10,136
1739,2010,250000,70000,4,1,1,0,18,132
1740,2012,175000,20000,4,1,1,2,18,14
1742,2018,590000,26350,1,0,1,0,18,80
1743,2015,225000,68745,1,0,1,0,25,83
1744,2016,900000,47000,1,1,1,0,17,174
1745,2017,375000,27289,4,0,0,0,18,14
1746,2016,320000,24662,4,0,1,0,10,50
1747,2013,525000,37000,1,0,1,0,18,147
1748,2014,650000,28245,1,0,1,0,21,62
1749,2017,575000,27005,1,0,1,0,10,74
1750,2014,355000,39227,4,0,1,0,10,182
1751,2016,470000,31367,1,0,1,0,17,89
1752,2008,221000,35008,4,0,1,0,18,164
1753,2009,195000,27005,4,0,1,0,10,136
1754,2004,90000,100005,4,0,1,2,10,136
1755,2013,580000,45264,1,0,1,0,10,161
1756,2014,325000,39093,4,0,1,0,18,53
1757,2013,495000,45241,4,0,1,0,9,39
1758,2014,290000,12000,4,0,1,0,10,50
1759,2018,375000,2769,4,0,1,0,5,125
1760,2011,211000,43128,1,0,1,0,25,82
1762,2004,70000,50000,4,1,1,2,18,14
1763,2010,225000,60000,4,1,1,2,10,182
1764,2014,420000,70000,1,1,1,4,17,138
1765,2015,280000,22255,4,1,1,0,3,134
1766,2013,400000,59213,4,1,1,0,10,183
1767,2015,850000,55000,1,1,1,0,17,174
1768,2011,550000,80000,1,1,1,0,8,64
1770,2018,1000000,40000,1,1,1,0,23,36
1771,2014,350000,170000,1,1,1,0,17,177
1772,2011,350000,170000,1,1,1,2,25,104
1773,2007,170000,70000,4,1,1,4,9,40
1774,2020,828999,1010,4,0,1,3,8,20
1775,2020,1119000,1010,4,0,1,3,8,51
1776,2020,746000,1111,4,0,1,3,8,65
1777,2020,1030000,1010,4,0,1,3,8,52
1778,2020,1334000,1010,1,0,1,3,8,51
1779,2020,811999,1010,4,0,1,3,8,68
1780,2020,1331000,1010,1,0,1,3,8,52
1781,2020,852000,1010,4,0,1,3,8,68
1782,2006,45000,120000,1,1,1,2,25,82
1783,2013,430000,70000,1,1,1,4,23,48
1785,2015,830000,70000,1,1,1,0,17,138
1786,2009,409999,110000,1,1,1,2,17,138
1787,2012,190000,80000,1,1,1,4,18,147
1788,2007,200000,80000,4,1,1,2,9,13
1789,2006,120000,110000,4,1,1,2,10,12
1790,2019,850000,50000,1,1,1,0,17,28
1791,2011,95000,115000,1,1,1,1,25,83
